"Stories","Informed","DNA","GM","NaturalSelection","PCR","UndDNA","UndGM","UndNaturalSelection","UndPCR","BeforePand_1","BeforePand_2","BeforePand_3","ViewChange1","ViewChange2","ViewChange3","Statements_1","Statements_2","Statements_3","Statements_4","Statements_5","Statements_6","Statements_7","Statements_8","Statements_9","Statements_10","Statements_11","Statements_12","AttGenetics","Optimism","SciRelationship","ThreeMonths1","ThreeMonths2","ThreeMonths3","ThreeMonths4","ThreeMonths5","ThreeMonths6","WhoTrust01","WhoTrust02","WhoTrust03","WhoTrust04","WhoTrust05","WhoTrust06","WhoTrust07","WhoTrust08","WhoTrust09","WhoTrust10","WhichTrust01","WhichTrust02","WhichTrust03","WhichTrust04","WhichTrust05","WhichTrust06","WhichTrust07","WhichTrust08","WhichTrust09","WhichTrust10","WhichTrust11","WhichTrust12","WhichTrust13","WhichTrust14","WhichTrust15","WhichTrust16","WhichTrust17","HeardGenes","ThoughtGenes","TheseDays","TrustSci","TrustGenet","TrustGeol","PandTrustSci","PandTrustGenet","PandTrustGeol","Pfiz","Glaxo","HadCov","CovVac","PV11_Mode","PV11_Weight","SF_Region_N","RS_Age_Exact","RS_Sex","RS_EthnicGroup","RS_Religiosity","RS_EnglishLanguage","RS_EducationLevel","RS_NSSEC_OperationalCat","RS_Twitter","RS_LinkedIn","RS_Smartphone","RS_PoliticalEngagement","RS_ClimateChange","SF_OAC","RS_VotedGE17","RS_VoteChoice17","RS_VotedGE19","RS_VoteChoice19","RS_EUReferendumChoice16","RS_RichPeopleGetAwayWithIt","RS_RespectUKValues","RS_ProtectWorkingConditionsWages","RS_BusinessOverregulated","RS_NationalisePublicServicesIndustries","RS_TolerateUnconventional","RS_TougherSentences","RS_RedistributeIncome","RS_FewerImmigrants","RS_AbolishMonarchy","ID","sci_self_under","gen_self_under","scigen_self_under","self_change_under","attitude_prior","attitude_change","sci_know","ThreeMonthExposure","Who2Trust","GeneConciousness","TrustScientists","ChangeTrustScientists","HadCov_recoded","CovVac_recoded","Age","education_level","religion","politics"
3,2,3,3,3,0,0,0,0,0,0,-1,-2,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,0.5,0.5,0.5,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,-1,1,1,1,0,0,0,NA,-1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.731648222544524,"E12000003 (Yorkshire & Humberside)",58,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is mainly caused by human activity","Rural life","Voted","Labour",NA,NA,"Remain",-1,NA,-2,-1,-2,-2,-1,-2,-2,-2,28,0.833333333333333,0.5625,0.652777777777778,0,-0.5,0,0.833333333333333,0.6,0.0666666666666667,0.6,0.5,0,0,1,58,2,0,-0.833333333333333
3,2,3,3,3,2,0,0,0,0,-1,1,0,0,0,0,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,0.5,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,2,1,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.30007067070486,"E12000003 (Yorkshire & Humberside)",81,"Male","White British","Not religious","English is only language","Degree level qualification(s)","L5: Lower managerial and administrative occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Ageing rural flat tenants","Voted","Conservatives","Voted","Conservatives","Remain",1,0,-2,-1,1,-1,0,2,-1,2,29,0.833333333333333,0.6875,0.736111111111111,0,0,0,0.75,0.4,0.266666666666667,0.2,0.833333333333333,0,0,1,81,2,0,0.05
2,1,4,4,4,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.5,0.5,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,1,1,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Telephone interview",2.93719909634442,"E12000003 (Yorkshire & Humberside)",82,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Fairly closely","It is mainly caused by human activity","Semi-detached ageing","Voted","Conservatives","Voted","Conservatives","Leave",-1,2,-2,NA,0,-2,1,-2,1,2,30,0.5,0.8125,0.708333333333333,0.25,0.333333333333333,0.666666666666667,1,0.2,0.133333333333333,0.6,0.666666666666667,0,0,1,82,1,2,-0.0555555555555556
2,1,3,3,3,1,0,0,-1,-1,-1,0,1,0,-1,-1,1,1,1,1,1,0,0,1,1,1,0,0,NA,-1,0.5,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,1,1,1,0,0,0,NA,-1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.830160051088015,"E12000009 (SW England)",59,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L12.7: Semi routine childcare occupaions","No","No","Yes","Not very closely","It is mainly caused by human activity","Industrious transitions","Did not vote","Did not vote","Did not vote","Did not vote","Remain",-1,1,-1,-1,NA,-2,1,NA,-2,2,31,0.5,0.625,0.583333333333333,-0.5,0,-0.666666666666667,0.666666666666667,0.6,0.2,0.2,0.5,0,0,1,59,2,0,-0.1875
3,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,0.5,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,0,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.878096378139155,"E12000009 (SW England)",75,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","No","No","Yes","Very closely","It is mainly caused by human activity","Industrious transitions","Voted","Conservatives","Voted","Conservatives","Leave",0,0,-1,1,-1,-1,1,0,0,2,32,0.833333333333333,0.75,0.777777777777778,0,0,0,0.666666666666667,0.8,0.4,0.6,0.5,0,0,1,75,1,1,0.05
2,1,4,3,2,2,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,-1,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.680472921851843,"E12000005 (West Midlands)",73,"Female","White British","Not religious","English is only language","No academic or vocational qualifications","L13.4: Routine operative occupations","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Ageing industrious workers","Voted","Conservatives",NA,NA,"Leave",-1,1,-1,1,NA,-1,2,1,2,NA,33,0.5,0.6875,0.625,0,-0.166666666666667,-0.333333333333333,0,0,0,0,0,0,1,1,73,0,0,0.25
3,2,3,3,3,2,0,0,0,1,-1,0,1,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,1,1,0,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,0,0,-1,0,-1,-1,0,-2,NA,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.891784180878763,"E12000005 (West Midlands)",33,"Male","Any other White background","Religious (practising)","English is a second language (at most)","Degree level qualification(s)","L13.3: Routine technical occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Ageing industrious workers","Voted","Labour","Voted","Labour","Remain",-2,1,-2,2,-2,-1,1,2,1,2,34,0.833333333333333,0.6875,0.736111111111111,0.25,0,-0.333333333333333,0.75,0.2,0.0666666666666667,0.6,-0.166666666666667,-0.333333333333333,1,1,33,2,2,0.1
2,1,3,2,1,2,0,0,0,0,1,1,-1,0,0,0,1,1,0,0,-1,1,0,-1,1,1,-1,-1,0,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.41785063870525,"E12000007 (London)",42,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","Yes","Yes","Very closely","It is mainly caused by human activity","White professionals","Voted","Labour",NA,NA,"Remain",-2,1,-2,NA,NA,-2,2,-2,-2,NA,35,0.5,0.5,0.5,0,0.166666666666667,0,0.0833333333333333,0.2,0.0666666666666667,0.2,0,0.166666666666667,0,1,42,2,0,-0.5
2,1,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0.5,0.5,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,2,0,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.91075981308748,"E12000005 (West Midlands)",38,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L3.2: Higher professional occupations -  ‘New’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Older workers and retirement","Voted","Liberal Democrats","Voted","Labour","Remain",0,0,-1,-1,-1,0,0,-1,-2,-1,36,0.5,0.4375,0.458333333333333,0,0.166666666666667,0,0.833333333333333,0.4,0.333333333333333,0,1,0,0,1,38,2,2,-0.35
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,1,0,1,1,-1,-1,NA,0.5,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.21737244838249,"E12000006 (East of England)",24,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L12.1: Semi-routine sales occupations","Yes","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","White suburban communities","Voted","Conservatives","Voted","Conservatives","Leave",1,1,-1,1,-1,0,1,0,1,NA,37,0.333333333333333,0.125,0.194444444444444,0,0,0,0.25,0.6,0.333333333333333,0.1,0.333333333333333,0.166666666666667,0,1,24,1,0,0.166666666666667
2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,1,0,1,NA,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.50855727716781,"E12000006 (East of England)",38,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L3.1: Higher professional occupations - ‘Traditional’ employees","No","Yes","Yes","Not very closely","It is mainly caused by human activity","White suburban communities","Voted","Conservatives","Did not vote","Did not vote","Remain",0,1,NA,NA,-1,0,2,-2,1,-1,38,0.5,0.3125,0.375,0,0,0,0.75,0.2,0,0.3,0.166666666666667,0,0,1,38,1,0,0
3,2,4,3,4,0,0,0,0,0,1,1,-1,0,1,0,1,1,1,1,1,1,1,1,-1,1,1,1,0.5,1,0.5,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,3,0,1,1,1,0,0,0,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.15714443256001,"E12000006 (East of England)",60,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Families in terraces and flats","Voted","Conservatives","Voted","Conservatives","Leave",-1,1,-2,1,-1,-1,1,-1,-1,1,39,0.833333333333333,0.6875,0.736111111111111,0,0.166666666666667,0.333333333333333,0.833333333333333,0.4,0.266666666666667,0.6,0.5,0,0,1,60,2,2,-0.15
3,2,3,3,3,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,-1,0,1,-1,1,-1,0,1,0.5,0.5,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,3,3,0,2,1,2,2,1,1,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.970393042315318,"E12000006 (East of England)",45,"Male","White British","Religious (not actively practising)","English is only language","Degree level qualification(s)","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","Yes","Yes","Very closely","It is mainly caused by human activity","Families in terraces and flats","Voted","Conservatives","Voted","Conservatives","Leave",0,1,-1,-1,-1,1,2,2,2,2,40,0.833333333333333,0.5625,0.652777777777778,0,0.5,0.333333333333333,0.25,0.6,0.466666666666667,0.6,0.833333333333333,0.666666666666667,0,1,45,2,1,0.35
2,2,4,3,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,NA,0.5,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,NA,NA,NA,0,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.34461724332872,"E12000007 (London)",38,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L13.3: Routine technical occupations","Yes","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","White suburban communities","Voted","Conservatives","Voted","Conservatives","Remain",0,2,-1,0,-1,-1,2,0,-1,0,41,0.666666666666667,0.625,0.638888888888889,0.25,0.166666666666667,0,0.583333333333333,0.2,0.0666666666666667,0,0.5,NA,1,1,38,1,1,0
2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,-1,0,0.5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,1,1,1,NA,NA,NA,NA,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.7471296881036,"E12000006 (East of England)",23,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Hard-pressed ethnic mix","Did not vote","Did not vote","Voted","Conservatives","Leave",1,2,-1,1,0,2,1,2,-1,-1,42,0.5,0.5625,0.541666666666667,0,0,0,0.5,0,0.133333333333333,0.1,0.5,NA,0,1,23,1,0,0.3
2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,NA,"No","Prefer not to answer","Online s/cquestionnaire",1.02041519728597,"E12000008 (SE England)",26,"Female","White British","Religious (not actively practising)","English is only language","No academic or vocational qualifications","L13.1: Routine sales and service occupations","No","No","Yes","Not at all","It is mainly caused by human activity","Multi-ethnic professionals with families","Voted","Labour","Did not vote","Did not vote","Leave",0,1,0,NA,NA,NA,2,0,NA,0,43,0.666666666666667,0.375,0.472222222222222,0,0,0,0.0833333333333333,0.4,0,0,0.166666666666667,0,0,NA,26,0,1,0.25
3,2,4,4,4,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0.5,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,3,3,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.26730146678814,"E12000008 (SE England)",44,"Male","Any other single ethnic group","Not religious","English is main language but not the only one","Non-degree level qualifications","L3.2: Higher professional occupations -  ‘New’ employees","No","Yes","Yes","Fairly closely","It is entirely caused by human activity","Multi-ethnic professionals with families","Did not vote","Did not vote","Did not vote","Did not vote","Remain",-2,-2,-2,2,-1,-1,1,-2,-2,-1,44,0.833333333333333,0.875,0.861111111111111,0,0.333333333333333,0,0.833333333333333,0.8,0.333333333333333,0.6,0.5,0,0,1,44,1,0,-0.5
3,2,3,2,4,2,0,0,0,1,0,0,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,2,1,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.569435794513786,"E12000008 (SE England)",55,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","Yes","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Multi-ethnic professionals with families","Voted","Labour","Voted","Labour","Remain",0,0,-2,0,-1,-2,1,-2,-2,0,45,0.833333333333333,0.6875,0.736111111111111,0.25,-0.166666666666667,0,1,0.4,0.2,0.1,0.833333333333333,0,0,1,55,1,0,-0.4
3,2,3,3,3,0,0,0,0,0,2,1,1,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,0,1,1,0.5,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,3,1,0,2,2,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.613054923669501,"E12000008 (SE England)",33,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L2: Higher managerial and administrative occupations","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Multi-ethnic professionals with families","Voted","Conservatives","Voted","Labour","Remain",-1,0,-1,-1,-2,-2,-1,-1,-1,2,46,0.833333333333333,0.5625,0.652777777777778,0,0.666666666666667,0,0.75,0.6,0.4,0.4,1,0,0,1,33,2,0,-0.4
3,2,4,4,4,2,0,0,0,1,-1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,-1,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.707062024188638,"E12000008 (SE England)",37,"Male","White British","Religious (practising)","English is only language","Degree level qualification(s)","L3.2: Higher professional occupations -  ‘New’ employees","No","Yes","Yes","Very closely","It is mainly caused by human activity","Multi-ethnic professionals with families","Voted","Liberal Democrats",NA,NA,"Remain",-1,0,-1,0,-1,-2,-1,-1,-1,0,47,0.833333333333333,0.875,0.861111111111111,0.25,0,0,1,0.6,0.333333333333333,0.2,0.5,0,0,1,37,2,2,-0.4
1,1,4,3,2,2,0,0,-1,1,-1,-1,-2,0,-1,0,1,1,1,1,1,-1,1,-1,-1,1,1,1,NA,-0.5,0.5,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,-1,1,-1,2,-1,NA,NA,-2,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.810340476045503,"E12000008 (SE England)",71,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Very closely","It is mainly caused by human activity","Multi-ethnic professionals with families","Voted","Labour","Voted","Labour","Remain",-2,1,-2,-1,-2,-1,0,-2,NA,0,48,0.333333333333333,0.6875,0.569444444444444,0,-0.666666666666667,-0.333333333333333,0.5,0.4,0.2,0,0.333333333333333,NA,0,1,71,1,2,-0.5
3,1,3,3,2,2,0,0,0,1,-1,1,1,1,0,0,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,0.5,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,0,0,-1,1,0,-1,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.568597318876454,"E12000005 (West Midlands)",48,"Female","Any other Asian background","Religious (not actively practising)","English is a second language (at most)","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Not very closely","It is mainly caused by human activity","Multi-ethnic suburbia","Voted","Liberal Democrats","Did not vote","Did not vote","Remain",-1,-1,-2,NA,1,NA,2,-2,NA,2,49,0.666666666666667,0.625,0.638888888888889,0.25,0.166666666666667,0.333333333333333,0.666666666666667,0.6,0.533333333333333,0.5,0,-0.166666666666667,0,1,48,2,1,-0.0714285714285714
3,2,4,3,4,3,0,0,0,1,0,-1,-1,0,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,3,1,-1,1,1,2,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.591300416593392,"E12000005 (West Midlands)",40,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","Yes","Yes","Very closely","It is mainly caused by human activity","Multi-ethnic suburbia","Voted","Labour","Voted","Labour","Remain",-1,0,-1,-1,-1,-2,2,-2,-2,1,50,0.833333333333333,0.875,0.861111111111111,0.25,-0.333333333333333,0,0.833333333333333,1,0.266666666666667,0.4,0.666666666666667,0,0,1,40,2,0,-0.35
3,2,4,4,4,0,1,0,0,0,-1,2,-1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,-0.5,0.5,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,4,1,0,0,1,-1,-2,0,-2,NA,"No","No, I would not get vaccinated","Online s/cquestionnaire",0.865444616848038,"E12000005 (West Midlands)",72,"Female","Any other White background","Religious (not actively practising)","English is only language","Degree level qualification(s)","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Not very closely","It is mainly caused by human activity","Industrious hardship","Voted","Labour","Voted","Labour","Remain",-1,-2,0,NA,-1,-2,-2,-1,-1,0,51,0.833333333333333,0.75,0.777777777777778,0.25,0,0,0.75,0.6,0.133333333333333,0.7,0.166666666666667,-0.5,0,0,72,2,1,-0.555555555555556
3,2,4,4,3,3,0,0,0,1,1,1,-1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,NA,1,0.5,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,2,0,0,2,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.541639361902094,"E12000005 (West Midlands)",67,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L11.1: Lower technical craft occupations","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Industrious hardship","Voted","Liberal Democrats","Did not vote","Did not vote","Remain",-2,2,-2,0,-2,0,2,-2,0,0,52,0.833333333333333,0.875,0.861111111111111,0.25,0.166666666666667,0.333333333333333,0.833333333333333,0.8,0,0,0.333333333333333,0.333333333333333,0,1,67,1,0,-0.2
2,2,4,3,3,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,1,0,0,0,-1,0,0,0,0,0.5,0.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,NA,0,1,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.26954430583668,"E12000007 (London)",49,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","Yes","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Communal retirement","Voted","Conservatives","Voted","Conservatives","Leave",2,0,-2,NA,-1,0,2,2,0,2,53,0.666666666666667,0.625,0.638888888888889,0,-0.166666666666667,0,0.333333333333333,0.2,0,0.2,0.166666666666667,NA,1,1,49,1,0,0.277777777777778
2,2,4,4,4,2,0,0,0,0,1,2,1,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0.5,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,3,0,2,2,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.04775807914067,"E12000007 (London)",65,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Communal retirement","Voted","Conservatives","Voted","Conservatives","Leave",2,0,-1,2,1,0,1,2,0,0,54,0.666666666666667,0.875,0.805555555555555,0,0.666666666666667,0,0.833333333333333,0.6,0.133333333333333,0.6,1,0,0,1,65,1,2,0.35
3,2,4,4,4,4,0,0,0,1,1,1,1,0,1,0,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,-1,1,1,1,0,0,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.915539393785828,"E12000007 (London)",56,"Female","White British","Religious (practising)","English is main language but not the only one","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Fairly closely","It is mainly caused by human activity","Communal retirement","Voted","Liberal Democrats","Voted","Liberal Democrats","Remain",2,2,-2,1,-1,-2,1,-1,-1,1,55,0.833333333333333,1,0.944444444444445,0.25,0.5,0.333333333333333,0.5,0.4,0.0666666666666667,0.6,0.5,0,1,1,56,1,2,0
3,3,2,2,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,3,0,1,1,1,1,1,0,NA,1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.772555049376831,"E12000007 (London)",53,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L7.2: Intermediate sales and service occupations","No","Yes","Yes","Very closely","It is mainly caused by human activity","Communal retirement","Voted","Conservatives","Voted","Liberal Democrats","Remain",1,1,-2,0,-1,-1,1,-2,0,2,56,1,0.375,0.583333333333333,0,0.5,0,0.833333333333333,0.4,0.266666666666667,0.6,0.5,0.333333333333333,0,1,53,2,0,-0.05
